iter	Logloss
218	0.08210080473
219	0.08179688245
220	0.08141588841
221	0.08089424717
222	0.08031076046
223	0.07989004473
224	0.07944934123
225	0.07901032207
226	0.07859483336
227	0.07816696433
228	0.07770285615
229	0.07729715421
230	0.07688536734
231	0.07642437979
232	0.07592568226
233	0.07549323226
234	0.07513794783
235	0.07466467555
236	0.07433773059
237	0.07404312204
238	0.07369509976
239	0.07328471785
240	0.07294925408
241	0.07253665055
242	0.07213584738
243	0.07191737095
244	0.07158143691
245	0.07120990293
246	0.07090380132
247	0.07057607761
248	0.07022605496
249	0.06994425785
250	0.06973972272
251	0.06936949751
252	0.06909160531
253	0.06880026222
254	0.06842818255
255	0.06801944058
256	0.0677515615
257	0.06746535353
258	0.06711779322
259	0.06677443757
260	0.06645374271
261	0.06604452819
262	0.06569397285
263	0.0654263059
264	0.06509715562
265	0.06464289782
266	0.0642266809
267	0.06402447454
268	0.06372388777
269	0.06344857812
270	0.06309928422
271	0.06281938639
272	0.06260310233
273	0.06237936352
274	0.0621356126
275	0.06181424054
276	0.06148167782
277	0.06121613835
278	0.06094099421
279	0.06060056661
280	0.06025130797
281	0.06001839234
282	0.05967814416
283	0.05941695789
284	0.05922905855
285	0.05892868837
286	0.05868232441
287	0.0583709258
288	0.05813078684
289	0.05796990384
290	0.05768642963
291	0.05735752659
292	0.05701073203
293	0.05670142022
294	0.05660314438
295	0.05628782866
296	0.05607617365
297	0.05588797711
298	0.05560941597
299	0.05533348783
300	0.05503093939
301	0.05479285793
302	0.05456563973
303	0.054380131
304	0.05413466165
305	0.05388506905
306	0.05360016434
307	0.05343942614
308	0.05323739898
309	0.05304772103
310	0.05289670196
311	0.05259361153
312	0.05245141325
313	0.05218812059
314	0.05197781581
315	0.05174051228
316	0.05158689829
317	0.051299081
318	0.05103856016
319	0.05089648391
320	0.05067516161
321	0.05045839701
322	0.0504002548
323	0.05024117775
324	0.04999869371
325	0.04981300768
326	0.04966578034
327	0.04949333174
328	0.04933315137
329	0.04915069206
330	0.04896152581
331	0.04883061662
332	0.04863623718
333	0.04839797574
334	0.04828458725
335	0.04811453474
336	0.0479534942
337	0.04778091535
338	0.04757412463
339	0.04737995427
340	0.04713865415
341	0.04694566551
342	0.046765747
343	0.04663400887
344	0.04648101446
345	0.04633391046
346	0.0461802348
347	0.04594636504
348	0.04579204339
349	0.04571076221
350	0.0455294749
351	0.04537271904
352	0.04527766589
353	0.04511264666
354	0.04488597995
355	0.04477982079
356	0.04461526521
357	0.04450273651
358	0.04433113581
359	0.04421861469
360	0.04412319682
361	0.04397422416
362	0.04381605556
363	0.0436876534
364	0.04358100824
365	0.04343300291
366	0.04325855156
367	0.04320799255
368	0.04307070016
369	0.04291528155
370	0.0427760438
371	0.0426205116
372	0.04246833955
373	0.04230684623
374	0.04210549622
375	0.04201748159
376	0.04181792607
377	0.04166124207
378	0.04157463275
379	0.04147627996
380	0.04132842196
381	0.04119407742
382	0.04107518445
383	0.04089322183
384	0.04068119813
385	0.04053152095
386	0.04042413561
387	0.04025639648
388	0.04010563519
389	0.03996943831
390	0.03988249805
391	0.03978600458
392	0.03965332814
393	0.03950428982
394	0.03938188467
395	0.03922295944
396	0.03909798959
397	0.03899102996
398	0.03888394849
399	0.03875561473
400	0.03865118043
401	0.03854673811
402	0.03843036115
403	0.03829958525
404	0.03820826822
405	0.03806746016
406	0.03794496195
407	0.03785637355
408	0.03772716592
409	0.03762551799
410	0.0374831095
411	0.03734200858
412	0.03721832885
413	0.03709775754
414	0.03695950055
415	0.03685631542
416	0.03671198345
417	0.03654800382
418	0.03640264607
419	0.03623572612
420	0.03612495504
421	0.03599189524
422	0.03585771998
423	0.03572936988
424	0.03559909813
425	0.03546490181
426	0.03533868996
427	0.03524876563
428	0.03515016677
429	0.03504861921
430	0.03493465632
431	0.03482073212
432	0.03468075694
433	0.03459722195
434	0.03449168933
435	0.03432987601
436	0.03424443565
437	0.03414424643
438	0.0340089006
439	0.03391755911
440	0.0338104391
441	0.03369113017
442	0.03361907512
443	0.03354902545
444	0.03348935164
445	0.03337370727
446	0.03329554381
447	0.03317312438
448	0.03306742831
449	0.03297379515
450	0.03285420252
451	0.03267458981
452	0.03260589442
453	0.03253472374
454	0.03246285842
455	0.03233550916
456	0.03217465002
457	0.03211461193
458	0.03203426566
459	0.03194691205
460	0.03183182459
461	0.03174093244
462	0.03164809787
463	0.03156087629
464	0.03146813491
465	0.03140329226
466	0.03129772902
467	0.03121417003
468	0.03111328159
469	0.03103237794
470	0.03095419961
471	0.03088211509
472	0.03082085448
473	0.0306955113
474	0.03062806537
475	0.03054750191
476	0.03044616306
477	0.0303622803
478	0.03025364901
479	0.03015993586
480	0.03006795232
481	0.02997487911
482	0.02990445028
483	0.02981525119
484	0.02976702766
485	0.02969951494
486	0.02961431052
487	0.02951302138
488	0.02948312947
489	0.02940846848
490	0.02934363368
491	0.02924194617
492	0.02916093614
493	0.02907749873
494	0.02901426313
495	0.02893885297
496	0.02883050754
497	0.02879893018
498	0.02872565765
499	0.02861971846
500	0.02855684909
501	0.02848782539
502	0.02841329348
503	0.02835656775
504	0.02827176405
505	0.02818701885
506	0.0280873073
507	0.02799671844
508	0.02793046222
509	0.02782877869
510	0.02776486266
511	0.027670501
512	0.02757271158
513	0.027460614
514	0.02734188715
515	0.02726201801
516	0.02718240286
517	0.02710059152
518	0.02700336203
519	0.02687714487
520	0.02679562902
521	0.02672899006
522	0.02665526989
523	0.02658956519
524	0.02648391384
525	0.02641598368
526	0.02633564607
527	0.02622739972
528	0.02617121179
529	0.02616015568
530	0.02609258027
531	0.02600381324
532	0.02594164434
533	0.02585845457
534	0.02579135312
535	0.02571103824
536	0.02565272754
537	0.02559393081
538	0.02552991591
539	0.02545970828
540	0.02540513486
541	0.02533839291
542	0.02528345746
543	0.02521460236
544	0.02512732175
545	0.02506659748
546	0.02500413428
547	0.0249394352
548	0.02491488178
549	0.02486566843
550	0.02480636613
551	0.02472199599
552	0.02466319877
553	0.02461956327
554	0.02455854827
555	0.02450505259
556	0.0244380842
557	0.02436646971
558	0.02432565609
559	0.02428011497
560	0.02427054331
561	0.0242329464
562	0.02415504735
563	0.02410397167
564	0.0240714612
565	0.02400952375
566	0.02393212324
567	0.02388321817
568	0.02384353924
569	0.02378208792
570	0.02376473962
571	0.02372740114
572	0.02365471214
573	0.02361215047
574	0.0235672957
575	0.023513443
576	0.0234358769
577	0.02339156678
578	0.02335552963
579	0.02332063875
580	0.02327763802
581	0.02322040131
582	0.02319160231
583	0.02314429186
584	0.02306853507
585	0.02298583927
586	0.02289719098
587	0.02285367648
588	0.02278040366
589	0.02273051699
590	0.02266305098
591	0.0226090774
592	0.02255465328
593	0.02247684971
594	0.02242369018
595	0.02241213418
596	0.0223578055
597	0.02227561086
598	0.0221983608
599	0.02215162393
600	0.02209887887
601	0.02204274726
602	0.02199167224
603	0.02196204177
604	0.02191445533
605	0.02184186114
606	0.0217853963
607	0.02175062456
608	0.02171050685
609	0.02168569249
610	0.02164662324
611	0.02160841074
612	0.02154067547
613	0.02148546817
614	0.02143642395
615	0.02139668514
616	0.02133989575
617	0.02130298728
618	0.02124081813
619	0.02118066071
620	0.02114733302
621	0.0210983162
622	0.0210470993
623	0.02101435734
624	0.02095718246
625	0.02089815756
626	0.02085907998
627	0.02078615703
628	0.0207356782
629	0.0206753277
630	0.0206363898
631	0.02058268534
632	0.02053631105
633	0.02050313327
634	0.02044334607
635	0.02039421862
636	0.02029817806
637	0.02024152568
638	0.02022650239
639	0.02018137177
640	0.02014535527
641	0.02009730772
642	0.02007040029
643	0.02001010791
644	0.01996161168
645	0.01992073291
646	0.01987550895
647	0.01983483542
648	0.01980161008
649	0.01977166623
650	0.0197411292
651	0.01970385256
652	0.0196661519
653	0.01960958226
654	0.01960019646
655	0.01955239181
656	0.01951008907
657	0.01945789423
658	0.01941906926
659	0.01938949273
660	0.019382329
661	0.01932527778
662	0.01928554807
663	0.01923006369
664	0.01918175762
665	0.01916992033
666	0.01913312077
667	0.0190828472
668	0.01904956743
669	0.01900317937
670	0.01897308132
671	0.01893383437
672	0.0188912759
673	0.01885638636
674	0.0188280639
675	0.01879583458
676	0.01876859735
677	0.0187043442
678	0.01869566161
679	0.01865682743
680	0.01860954071
681	0.01858847832
682	0.01855237017
683	0.01849224708
684	0.01847114673
685	0.01841751532
686	0.01838605822
687	0.01833188153
688	0.01828942725
689	0.01827864411
690	0.0182721643
691	0.01825535064
692	0.01823423058
693	0.018227988
694	0.0181952335
695	0.01815048077
696	0.01809218895
697	0.0180527713
698	0.01802060451
699	0.01800680827
700	0.01796144929
701	0.01792863446
702	0.01789862954
703	0.01784322874
704	0.01781057552
705	0.01777797012
706	0.01775700664
707	0.01774167872
708	0.01769297202
709	0.01766686823
710	0.01760680659
711	0.01755707288
712	0.01751028603
713	0.01750463522
714	0.01748920304
715	0.01743949286
716	0.01741608779
717	0.01737320991
718	0.01733336072
719	0.01729741733
720	0.01725336252
721	0.0171979675
722	0.01719029392
723	0.01714895588
724	0.01707756183
725	0.01703252933
726	0.01697823472
727	0.01694215223
728	0.0169057501
729	0.01688764579
730	0.01685756768
731	0.01681903334
732	0.01678868222
733	0.01676604386
734	0.01673076042
735	0.016689145
736	0.01666149547
737	0.01664716702
738	0.01663182826
739	0.01658931921
740	0.01656354872
741	0.01653184879
742	0.01650407889
743	0.01647643879
744	0.01643511713
745	0.01641708169
746	0.01638176802
747	0.01634533068
748	0.01631067711
749	0.01628785182
750	0.01625731626
751	0.01621352069
752	0.01618190617
753	0.01613594562
754	0.01613094918
755	0.01610119399
756	0.01607421716
757	0.01604238973
758	0.01601084968
759	0.01598313628
760	0.01594761915
761	0.01592258453
762	0.01588694315
763	0.01587785164
764	0.01584094247
765	0.01580069127
766	0.01577076449
767	0.01574336677
768	0.01571035906
769	0.01568635676
770	0.01566348306
771	0.0156250713
772	0.01560503529
773	0.01559436647
774	0.01557814646
775	0.0155457871
776	0.01553055704
777	0.0155100723
778	0.01547107504
779	0.01543751616
780	0.01541205642
781	0.01538481775
782	0.01534715083
783	0.01533275102
784	0.01529542129
785	0.01526603819
786	0.01523156463
787	0.01518035118
788	0.01514698045
789	0.01510797249
790	0.01509161739
791	0.01508610388
792	0.01505245697
793	0.01503928861
794	0.01503527981
795	0.01500953538
796	0.01497370491
797	0.01494130068
798	0.01491552192
799	0.014888192
800	0.01484956919
801	0.01481674859
802	0.01478122067
803	0.01476197148
804	0.01475925728
805	0.01473857724
806	0.01471081979
807	0.01469186489
808	0.01467184725
809	0.01464676233
810	0.01461749094
811	0.01460805558
812	0.01457847353
813	0.01454400009
814	0.01449472039
815	0.01446316582
816	0.01442752845
817	0.01441326804
818	0.01438089446
819	0.01436169194
820	0.01433620805
821	0.01433355421
822	0.01430723133
823	0.01430116042
824	0.01428114207
825	0.0142435805
826	0.01423779105
827	0.01423292289
828	0.01419049167
829	0.01417599112
830	0.01414316472
831	0.01410594212
832	0.01409384611
833	0.01408982792
834	0.01406092954
835	0.01404694494
836	0.01402931767
837	0.01399827294
838	0.01399010456
839	0.01396856879
840	0.01395372288
841	0.01393676494
842	0.01392602697
843	0.0139219015
844	0.01389132391
845	0.0138671079
846	0.01384361396
847	0.01384140922
848	0.01381618753
849	0.01380083415
850	0.0137985207
851	0.01378340638
852	0.01374770955
853	0.0137268349
854	0.0137052228
855	0.01368121271
856	0.01365652761
857	0.01365247796
858	0.01362069668
859	0.0136181618
860	0.01357579617
861	0.01354653911
862	0.01351033202
863	0.01349280263
864	0.01348566159
865	0.01346052108
866	0.01344475125
867	0.01342103274
868	0.01339434624
869	0.01337024329
870	0.01333980673
871	0.01333413162
872	0.01328300463
873	0.01325812111
874	0.01325387938
875	0.01322160586
876	0.01319756517
877	0.01317619553
878	0.01314305965
879	0.01312546833
880	0.0131071682
881	0.01308681581
882	0.01307849014
883	0.01304147523
884	0.01301497677
885	0.01301288741
886	0.01299891082
887	0.0129952056
888	0.01295586048
889	0.01294955157
890	0.01292619472
891	0.01291451668
892	0.01291206436
893	0.0128978503
894	0.0128952011
895	0.01289258245
896	0.01288206698
897	0.01287977879
898	0.01284423633
899	0.01283485749
900	0.0128049605
901	0.01277175939
902	0.01274581576
903	0.01273114179
904	0.01270488652
905	0.01270310516
906	0.01270090853
907	0.01269817707
908	0.01268393203
909	0.01265889489
910	0.01264194164
911	0.01263960465
912	0.01263713627
913	0.01261328472
914	0.0125640788
915	0.01253068475
916	0.01250330451
917	0.01248323229
918	0.01247841954
919	0.01245612453
920	0.01243307099
921	0.01243048482
922	0.0124287072
923	0.01242710597
924	0.01242577552
925	0.01241766107
926	0.01239774971
927	0.01237475407
928	0.01234747055
929	0.01232309224
930	0.01230399755
931	0.01229662682
932	0.01229495919
933	0.01228618111
934	0.012256368
935	0.0122537622
936	0.0122499374
937	0.01221778154
938	0.01220043838
939	0.01216416822
940	0.0121308315
941	0.01212336665
942	0.01209263465
943	0.01207576005
944	0.0120537533
945	0.01202600633
946	0.01202422035
947	0.01201360562
948	0.01199808652
949	0.01199543493
950	0.01197014244
951	0.01196522161
952	0.01194157397
953	0.01192136513
954	0.01191928225
955	0.01191687136
956	0.0119151379
957	0.01191349707
958	0.01189745183
959	0.0118726065
960	0.01184787454
961	0.01184589947
962	0.01181908234
963	0.01181726559
964	0.0118066337
965	0.01180516031
966	0.01178335225
967	0.01178104428
968	0.01175346265
969	0.0117350892
970	0.01172032266
971	0.01169302988
972	0.01167584141
973	0.01165178852
974	0.01163531764
975	0.01161905765
976	0.01159472837
977	0.0115933326
978	0.01157250061
979	0.01155353413
980	0.0115454942
981	0.01154175772
982	0.01152476789
983	0.01150049248
984	0.01149300143
985	0.0114713934
986	0.01147011913
987	0.01144271299
988	0.01144058584
989	0.0114393225
990	0.01143689323
991	0.01143452084
992	0.01143279821
993	0.01140977314
994	0.01140809573
995	0.01140636114
996	0.01140478064
997	0.0114023667
998	0.01140061462
999	0.01139878007
